MOC_RUBROS_ID;MOC_ZONAS_ID;RUBRO;NIVEL_RIESGO;FACTURACION_PROM_ACTUAL;INDICE_CRECIMIENTO;INDICE_ESTABILIDAD;INDICE_APERTURA;INDICE_CIERRE;INDICE_SUPERVIVENCIA;IND_AP_ACT_VS_IND_AP_ANIO_ANT;IND_CL_ACT_VS_IND_CL_ANIO_ANT;SUP_MENOS_1;SUP_ENTRE_1_Y_2;SUP_ENTRE_2_Y_3;SUP_ENTRE_3_Y_4;SUP_ENTRE_4_Y_5;SUP_MAS_5;FACTURACION_PROM_ANIO_ANT;NIVEL_LOCALES;INDICE_CIERRE_ANIO_ANT;INDICE_APERTURA_ANIO_ANT
1316;28;HELADERIAS;1;3;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;18.18;27.27;0.00;0.00;54.55;2;1;NULL;25.00
1317;29;HELADERIAS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
1318;30;HELADERIAS;1;3;5;2;33.33;0.00;100.00;NULL;NULL;12.50;0.00;37.50;0.00;12.50;37.50;4;1;NULL;NULL
1319;31;HELADERIAS;5;1;1;1;0.00;50.00;50.00;NULL;NULL;0.00;0.00;100.00;0.00;0.00;0.00;1;1;NULL;NULL
1320;32;HELADERIAS;1;5;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;50.00;0.00;50.00;0.00;0.00;4;1;NULL;50.00
1321;33;HELADERIAS;1;4;3;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;21.43;35.71;21.43;21.43;3;1;NULL;NULL
1322;34;HELADERIAS;1;1;NULL;2;100.00;0.00;NULL;NULL;NULL;100.00;0.00;0.00;0.00;0.00;0.00;NULL;1;NULL;NULL
1323;35;HELADERIAS;1;4;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;2;1;NULL;100.00
1324;36;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1325;37;HELADERIAS;1;1;NULL;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;NULL;1;NULL;NULL
1326;38;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1327;39;HELADERIAS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
1328;40;HELADERIAS;1;5;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;5;1;NULL;100.00
1329;41;HELADERIAS;1;1;4;3;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;1;1;NULL;NULL
1330;42;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;1;NULL;NULL;NULL
1331;43;HELADERIAS;1;2;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;69.23;7.69;0.00;23.08;2;1;NULL;NULL
1332;44;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1333;45;HELADERIAS;1;2;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;100.00;0.00;2;1;NULL;NULL
1334;46;HELADERIAS;1;1;5;2;50.00;0.00;NULL;NULL;NULL;20.00;0.00;0.00;0.00;0.00;80.00;1;1;NULL;NULL
1335;47;HELADERIAS;1;5;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;50.00;0.00;50.00;5;1;NULL;NULL
1336;48;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1337;49;HELADERIAS;3;4;4;2;0.00;0.00;50.00;-100.00;NULL;0.00;28.57;14.29;14.29;42.86;0.00;5;1;NULL;50.00
1338;50;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1339;51;HELADERIAS;1;4;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;46.15;0.00;0.00;53.85;5;1;NULL;NULL
1340;52;HELADERIAS;3;3;4;2;0.00;0.00;50.00;-100.00;NULL;0.00;25.00;50.00;25.00;0.00;0.00;2;1;NULL;25.00
1341;53;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1342;54;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1343;55;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;0.00;NULL;NULL;0.00;0.00;25.00;0.00;0.00;75.00;1;NULL;NULL;NULL
1344;56;HELADERIAS;1;1;4;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;1;1;NULL;NULL
1345;57;HELADERIAS;1;5;1;2;0.00;0.00;100.00;-100.00;NULL;0.00;50.00;0.00;0.00;50.00;0.00;3;1;NULL;50.00
1346;58;HELADERIAS;1;5;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;75.00;0.00;0.00;25.00;5;1;NULL;NULL
1347;59;HELADERIAS;1;3;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
1348;60;HELADERIAS;1;5;1;5;0.00;0.00;100.00;NULL;NULL;0.00;0.00;23.08;15.38;15.38;46.15;5;1;NULL;NULL
1349;61;HELADERIAS;1;2;2;4;0.00;0.00;NULL;-100.00;-100.00;0.00;8.33;0.00;0.00;16.67;75.00;2;1;25.00;25.00
1350;62;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1351;63;HELADERIAS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;75.00;0.00;25.00;1;1;NULL;NULL
1352;64;HELADERIAS;1;5;4;3;0.00;0.00;100.00;-100.00;NULL;0.00;25.00;0.00;37.50;0.00;37.50;5;1;NULL;33.33
1353;65;HELADERIAS;1;3;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;33.33;66.67;3;1;NULL;NULL
1354;66;HELADERIAS;3;5;3;2;0.00;0.00;67.00;-100.00;-100.00;0.00;16.67;41.67;41.67;0.00;0.00;4;1;25.00;25.00
1355;67;HELADERIAS;1;4;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;33.33;0.00;0.00;16.67;50.00;3;1;NULL;50.00
1356;68;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1357;69;HELADERIAS;1;5;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;16.67;25.00;50.00;0.00;8.33;5;1;NULL;25.00
1358;70;HELADERIAS;1;1;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;50.00;0.00;50.00;1;1;NULL;NULL
1359;71;HELADERIAS;1;5;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;100.00;0.00;0.00;0.00;5;1;NULL;NULL
1360;72;HELADERIAS;1;5;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;100.00;0.00;5;1;NULL;NULL
1361;73;HELADERIAS;1;5;3;2;0.00;0.00;100.00;-100.00;NULL;0.00;26.67;20.00;20.00;0.00;33.33;5;1;NULL;33.33
1362;74;HELADERIAS;1;5;1;3;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
1363;75;HELADERIAS;1;NULL;NULL;3;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;NULL;1;NULL;NULL
1364;76;HELADERIAS;1;NULL;NULL;2;0.00;0.00;100.00;-100.00;NULL;0.00;16.67;50.00;0.00;33.33;0.00;3;1;NULL;33.33
1365;77;HELADERIAS;1;5;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;25.00;37.50;0.00;37.50;5;1;NULL;NULL
1366;78;HELADERIAS;1;3;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;18.18;54.55;0.00;27.27;0.00;5;1;NULL;25.00
1367;79;HELADERIAS;1;1;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;60.00;0.00;0.00;1;1;NULL;50.00
1368;80;HELADERIAS;1;2;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
1369;81;HELADERIAS;NULL;3;NULL;NULL;0.00;0.00;NULL;NULL;NULL;100.00;0.00;0.00;0.00;0.00;0.00;3;NULL;NULL;NULL
1370;82;HELADERIAS;1;4;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;30.00;30.00;0.00;0.00;3;1;NULL;50.00
1371;83;HELADERIAS;1;5;2;4;0.00;0.00;NULL;-100.00;NULL;0.00;10.00;0.00;0.00;0.00;90.00;5;1;NULL;25.00
1372;84;HELADERIAS;1;3;4;2;25.00;0.00;100.00;NULL;NULL;9.09;0.00;54.55;9.09;0.00;27.27;4;1;NULL;NULL
1373;85;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1374;86;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1375;87;HELADERIAS;1;5;3;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;23.53;23.53;17.65;35.29;5;1;NULL;NULL
1376;88;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1377;89;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;NULL;NULL;NULL;NULL
1378;90;HELADERIAS;3;4;4;3;20.00;0.00;50.00;0.00;-100.00;5.88;23.53;17.65;0.00;0.00;52.94;4;1;20.00;20.00
1379;91;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1380;92;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1381;93;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1382;94;HELADERIAS;1;2;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;27.27;0.00;27.27;45.45;2;1;NULL;NULL
1383;95;HELADERIAS;1;4;3;2;0.00;0.00;100.00;-100.00;NULL;0.00;25.00;50.00;8.33;12.50;4.17;4;1;NULL;33.33
1384;96;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;-100.00;-100.00;50.00;50.00;0.00;0.00;0.00;0.00;1;NULL;100.00;200.00
1385;97;HELADERIAS;4;5;4;2;0.00;0.00;0.00;-100.00;NULL;0.00;75.00;25.00;0.00;0.00;0.00;2;1;NULL;100.00
1386;98;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1387;99;HELADERIAS;1;1;4;5;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;1;1;NULL;NULL
1388;100;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1389;101;HELADERIAS;1;2;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;75.00;0.00;0.00;25.00;2;1;NULL;NULL
1390;102;HELADERIAS;1;2;4;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;3;1;NULL;NULL
1391;103;HELADERIAS;4;1;4;2;0.00;0.00;0.00;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
1392;104;HELADERIAS;3;4;4;3;0.00;0.00;50.00;NULL;-100.00;0.00;0.00;0.00;40.00;60.00;0.00;3;1;100.00;NULL
1393;105;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1394;106;HELADERIAS;1;1;1;2;0.00;0.00;100.00;NULL;-100.00;0.00;0.00;0.00;50.00;0.00;50.00;1;1;50.00;NULL
1395;107;HELADERIAS;5;1;NULL;1;0.00;100.00;0.00;NULL;NULL;0.00;0.00;60.00;0.00;0.00;40.00;1;NULL;NULL;NULL
1396;108;HELADERIAS;1;1;4;3;0.00;0.00;NULL;-100.00;NULL;0.00;40.00;0.00;0.00;0.00;60.00;1;1;NULL;50.00
1397;109;HELADERIAS;1;3;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;2;1;NULL;100.00
1398;110;HELADERIAS;1;5;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;50.00;0.00;0.00;50.00;5;1;NULL;NULL
1399;111;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1400;112;HELADERIAS;1;3;4;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;3;1;NULL;NULL
1401;113;HELADERIAS;1;5;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;5;1;NULL;NULL
1402;114;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1403;115;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;100.00;NULL;NULL;0.00;0.00;100.00;0.00;0.00;0.00;1;NULL;NULL;NULL
1404;116;HELADERIAS;1;5;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;33.33;0.00;0.00;66.67;2;1;NULL;NULL
1405;117;HELADERIAS;1;3;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;33.33;33.33;0.00;33.33;2;1;NULL;NULL
1406;118;HELADERIAS;5;1;4;1;0.00;33.33;100.00;NULL;NULL;0.00;0.00;57.14;0.00;0.00;42.86;2;1;NULL;NULL
1407;119;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1408;120;HELADERIAS;1;3;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;50.00;0.00;0.00;50.00;3;1;NULL;NULL
1409;121;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1410;122;HELADERIAS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;100.00;0.00;0.00;0.00;1;1;NULL;NULL
1411;123;HELADERIAS;1;2;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;42.86;0.00;0.00;57.14;2;1;NULL;NULL
1412;124;HELADERIAS;1;1;1;5;0.00;0.00;100.00;NULL;NULL;0.00;0.00;40.00;0.00;0.00;60.00;1;1;NULL;NULL
1413;125;HELADERIAS;1;5;4;5;0.00;0.00;100.00;-100.00;-100.00;10.00;0.00;30.00;0.00;0.00;60.00;5;1;33.33;33.33
1414;126;HELADERIAS;1;3;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;3;1;NULL;100.00
1415;127;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1416;128;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1417;129;HELADERIAS;1;3;4;3;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
1418;130;HELADERIAS;1;5;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;22.22;66.67;0.00;0.00;11.11;5;1;NULL;33.33
1419;131;HELADERIAS;1;1;4;3;0.00;0.00;NULL;-100.00;NULL;0.00;40.00;0.00;0.00;0.00;60.00;1;1;NULL;50.00
1420;132;HELADERIAS;1;NULL;NULL;2;100.00;0.00;NULL;NULL;NULL;100.00;0.00;0.00;0.00;0.00;0.00;NULL;1;NULL;NULL
1421;133;HELADERIAS;1;5;4;5;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
1422;134;HELADERIAS;1;3;5;2;50.00;0.00;NULL;0.00;NULL;25.00;50.00;0.00;0.00;25.00;0.00;1;1;NULL;100.00
1423;135;HELADERIAS;1;1;NULL;2;100.00;0.00;NULL;NULL;NULL;100.00;0.00;0.00;0.00;0.00;0.00;NULL;1;NULL;NULL
1424;136;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1425;137;HELADERIAS;1;2;5;2;50.00;0.00;100.00;NULL;NULL;20.00;0.00;0.00;20.00;60.00;0.00;2;1;NULL;NULL
1426;138;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;100.00;NULL;-100.00;0.00;0.00;33.33;0.00;66.67;0.00;NULL;NULL;NULL;NULL
1427;139;HELADERIAS;1;4;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;33.33;33.33;0.00;33.33;3;1;NULL;NULL
1428;140;HELADERIAS;1;3;NULL;5;0.00;0.00;NULL;NULL;-100.00;0.00;0.00;0.00;0.00;0.00;100.00;3;1;NULL;NULL
1429;141;HELADERIAS;1;5;4;2;50.00;0.00;100.00;NULL;NULL;16.67;0.00;50.00;33.33;0.00;0.00;5;1;NULL;NULL
1430;142;HELADERIAS;1;5;4;2;0.00;0.00;100.00;-100.00;NULL;0.00;40.00;0.00;0.00;60.00;0.00;5;1;NULL;50.00
1431;143;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1432;144;HELADERIAS;4;1;4;2;0.00;0.00;0.00;-100.00;-100.00;0.00;50.00;50.00;0.00;0.00;0.00;1;1;100.00;100.00
1433;145;HELADERIAS;1;5;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;50.00;50.00;5;1;NULL;NULL
1434;146;HELADERIAS;1;2;3;2;25.00;0.00;100.00;-50.00;NULL;7.69;23.08;7.69;38.46;0.00;23.08;1;1;NULL;40.00
1435;147;HELADERIAS;1;2;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;100.00;0.00;3;1;NULL;NULL
1436;148;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1437;149;HELADERIAS;1;5;3;3;0.00;0.00;100.00;-100.00;NULL;0.00;14.29;0.00;35.71;0.00;50.00;4;1;NULL;20.00
1438;150;HELADERIAS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;50.00;0.00;50.00;1;1;NULL;NULL
1439;151;HELADERIAS;1;3;4;3;0.00;0.00;NULL;-100.00;NULL;0.00;50.00;0.00;0.00;0.00;50.00;4;1;NULL;50.00
1440;152;HELADERIAS;1;5;4;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;5;1;NULL;NULL
1441;153;HELADERIAS;1;NULL;NULL;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;NULL;1;NULL;100.00
1442;154;HELADERIAS;1;1;4;4;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;0.00;50.00;50.00;1;1;NULL;NULL
1443;155;HELADERIAS;1;1;4;2;0.00;0.00;100.00;NULL;-100.00;0.00;0.00;50.00;16.67;0.00;33.33;1;1;100.00;NULL
1444;156;HELADERIAS;1;3;4;4;0.00;0.00;NULL;NULL;NULL;0.00;0.00;0.00;0.00;0.00;100.00;3;1;NULL;NULL
1445;157;HELADERIAS;1;1;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;0.00;100.00;0.00;0.00;1;1;NULL;NULL
1446;158;HELADERIAS;1;2;4;2;0.00;0.00;100.00;NULL;-100.00;0.00;40.00;0.00;60.00;0.00;0.00;1;1;100.00;NULL
1447;159;HELADERIAS;NULL;NULL;NULL;NULL;0.00;0.00;100.00;NULL;NULL;0.00;0.00;100.00;0.00;0.00;0.00;1;NULL;NULL;NULL
1448;160;HELADERIAS;1;5;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;50.00;0.00;50.00;0.00;5;1;NULL;NULL
1449;161;HELADERIAS;1;5;4;2;0.00;0.00;100.00;NULL;NULL;0.00;0.00;100.00;0.00;0.00;0.00;5;1;NULL;NULL
1450;1;KIOSCOS Y LOTERIAS;1;5;4;4;0.00;0.00;NULL;-100.00;NULL;0.00;18.18;0.00;0.00;0.00;81.82;5;1;NULL;25.00
1451;2;KIOSCOS Y LOTERIAS;1;1;4;2;0.00;0.00;NULL;-100.00;NULL;0.00;100.00;0.00;0.00;0.00;0.00;1;1;NULL;100.00
1452;3;KIOSCOS Y LOTERIAS;1;2;3;3;0.00;0.00;100.00;-100.00;NULL;0.00;14.29;0.00;42.86;0.00;42.86;2;1;NULL;20.00
1453;4;KIOSCOS Y LOTERIAS;1;2;4;3;0.00;0.00;100.00;NULL;-100.00;0.00;15.38;0.00;23.08;7.69;53.85;2;1;33.33;NULL
1454;5;KIOSCOS Y LOTERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1455;6;KIOSCOS Y LOTERIAS;1;1;3;5;0.00;0.00;100.00;NULL;NULL;6.67;0.00;0.00;0.00;6.67;86.67;1;1;NULL;NULL
1456;7;KIOSCOS Y LOTERIAS;1;5;5;2;0.00;0.00;100.00;-100.00;NULL;0.00;36.36;0.00;9.09;27.27;27.27;5;1;NULL;50.00
1457;8;KIOSCOS Y LOTERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1458;9;KIOSCOS Y LOTERIAS;2;5;3;4;4.35;4.35;100.00;-80.00;0.00;1.45;17.39;4.35;17.39;0.00;59.42;5;2;4.17;20.83
1459;10;KIOSCOS Y LOTERIAS;1;2;4;2;14.29;0.00;100.00;-50.00;NULL;9.52;23.81;28.57;0.00;0.00;38.10;2;1;NULL;25.00
1460;11;KIOSCOS Y LOTERIAS;1;2;4;5;0.00;0.00;100.00;NULL;-100.00;0.00;0.00;10.34;20.69;6.90;62.07;2;1;11.11;NULL
1461;12;KIOSCOS Y LOTERIAS;1;1;4;3;22.22;0.00;100.00;NULL;-100.00;7.69;0.00;11.54;0.00;23.08;57.69;1;1;14.29;NULL
1462;13;KIOSCOS Y LOTERIAS;1;1;3;4;0.00;0.00;100.00;-100.00;-100.00;0.00;8.33;12.50;0.00;8.33;70.83;1;1;12.50;12.50
1463;14;KIOSCOS Y LOTERIAS;NULL;NULL;NULL;NULL;0.00;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1464;15;KIOSCOS Y LOTERIAS;1;1;4;3;0.00;0.00;100.00;NULL;NULL;0.00;0.00;50.00;16.67;0.00;33.33;1;1;NULL;NULL
1465;16;KIOSCOS Y LOTERIAS;1;1;4;4;5.00;0.00;100.00;-66.67;-100.00;1.67;8.33;10.00;10.00;15.00;55.00;1;2;4.76;14.29
1466;17;KIOSCOS Y LOTERIAS;3;5;4;2;15.00;5.00;50.00;-40.00;0.00;5.36;19.64;1.79;10.71;5.36;57.14;5;2;5.88;29.41
1467;18;KIOSCOS Y LOTERIAS;5;3;4;2;11.11;11.11;0.00;NULL;NULL;3.57;7.14;14.29;0.00;10.71;64.29;4;1;NULL;NULL
1468;19;KIOSCOS Y LOTERIAS;3;5;3;2;0.00;11.11;100.00;-100.00;0.00;0.00;25.00;9.38;0.00;12.50;53.13;5;1;10.00;30.00
1469;20;KIOSCOS Y LOTERIAS;2;3;4;3;9.38;3.13;83.00;-50.00;-66.67;6.06;10.10;21.21;15.15;9.09;38.38;3;3;9.09;18.18
1470;21;KIOSCOS Y LOTERIAS;3;2;2;2;0.00;11.11;100.00;-100.00;NULL;0.00;9.68;19.35;22.58;0.00;48.39;2;1;NULL;9.09
1471;22;KIOSCOS Y LOTERIAS;1;1;4;4;3.85;0.00;100.00;-83.33;NULL;1.41;16.90;4.23;16.90;4.23;56.34;1;3;NULL;24.00
1472;23;KIOSCOS Y LOTERIAS;4;3;4;4;0.00;0.00;0.00;-100.00;NULL;11.54;34.62;3.85;0.00;0.00;50.00;3;1;NULL;44.44
1473;24;KIOSCOS Y LOTERIAS;4;2;4;4;0.00;0.00;0.00;-100.00;-100.00;0.00;1.92;15.38;0.00;11.54;71.15;1;2;5.88;5.88
1474;25;KIOSCOS Y LOTERIAS;1;2;4;4;0.00;0.00;100.00;-100.00;-100.00;0.00;16.00;8.00;0.00;8.00;68.00;2;1;12.50;25.00
1475;26;KIOSCOS Y LOTERIAS;1;3;4;4;0.00;0.00;100.00;-100.00;NULL;0.00;8.33;18.75;6.25;12.50;54.17;3;2;NULL;12.50
1476;27;KIOSCOS Y LOTERIAS;1;1;4;4;8.33;0.00;100.00;0.00;NULL;3.03;6.06;4.55;4.55;9.09;72.73;2;2;NULL;9.09
1477;28;KIOSCOS Y LOTERIAS;1;5;4;4;0.00;0.00;100.00;-100.00;NULL;0.00;10.00;10.00;0.00;7.50;72.50;5;1;NULL;14.29
1478;29;KIOSCOS Y LOTERIAS;1;5;4;2;33.33;0.00;100.00;NULL;NULL;10.00;0.00;30.00;0.00;0.00;60.00;4;1;NULL;NULL
1479;30;KIOSCOS Y LOTERIAS;2;2;4;3;0.00;3.57;100.00;-100.00;0.00;0.00;14.46;7.23;20.48;12.05;45.78;2;3;3.45;20.69
1480;31;KIOSCOS Y LOTERIAS;2;3;4;3;0.00;5.26;100.00;-100.00;NULL;0.00;22.22;11.11;5.56;11.11;50.00;3;2;NULL;31.58
1481;32;KIOSCOS Y LOTERIAS;1;1;4;4;7.69;0.00;100.00;-50.00;-100.00;2.50;7.50;7.50;12.50;7.50;62.50;2;1;7.69;15.38
