MOC_DEMOGRAFIA_ID;MOC_ZONAS_ID;PK_RANGO_ETARIO_ID;PK_GENERO_ID;POBLACION_VIVIENTE;POBLACION_TRABAJADORA;RANGO_ETARIO;GENERO
1349;97;1;0;590;87;[10-20);H
1350;97;3;1;758;609;[30-40);M
1351;97;5;1;679;438;[50-60);M
1352;97;2;1;734;576;[20-30);M
1353;97;4;1;717;544;[40-50);M
1354;97;0;0;590;0;[0-10);H
1355;97;5;0;596;549;[50-60);H
1356;97;6;1;1769;367;[60-INF);M
1357;97;1;1;555;73;[10-20);M
1358;97;3;0;713;682;[30-40);H
1359;98;2;1;771;572;[20-30);M
1360;98;6;1;1480;331;[60-INF);M
1361;98;4;0;605;574;[40-50);H
1362;98;0;1;707;0;[0-10);M
1363;98;1;1;675;120;[10-20);M
1364;98;5;0;620;572;[50-60);H
1365;98;3;0;811;775;[30-40);H
1366;98;4;1;687;504;[40-50);M
1367;98;2;0;837;729;[20-30);H
1368;98;0;0;695;0;[0-10);H
1369;98;6;0;953;459;[60-INF);H
1370;98;1;0;627;115;[10-20);H
1371;98;3;1;843;657;[30-40);M
1372;98;5;1;710;489;[50-60);M
1373;99;1;1;558;83;[10-20);M
1374;99;6;1;1374;284;[60-INF);M
1375;99;0;0;590;0;[0-10);H
1376;99;2;1;686;495;[20-30);M
1377;99;3;0;749;688;[30-40);H
1378;99;4;1;672;484;[40-50);M
1379;99;5;0;534;469;[50-60);H
1380;99;1;0;522;87;[10-20);H
1381;99;3;1;767;586;[30-40);M
1382;99;0;1;493;0;[0-10);M
1383;99;6;0;861;378;[60-INF);H
1384;99;2;0;619;510;[20-30);H
1385;99;4;0;601;553;[40-50);H
1386;99;5;1;612;401;[50-60);M
1387;100;0;0;830;0;[0-10);H
1388;100;1;0;1028;166;[10-20);H
1389;100;6;0;1323;650;[60-INF);H
1390;100;3;1;1038;860;[30-40);M
1391;100;5;1;1001;721;[50-60);M
1392;100;4;0;887;853;[40-50);H
1393;100;0;1;769;0;[0-10);M
1394;100;1;1;891;142;[10-20);M
1395;100;6;1;1998;523;[60-INF);M
1396;100;2;0;1065;888;[20-30);H
1397;100;3;0;960;919;[30-40);H
1398;100;2;1;1033;775;[20-30);M
1399;100;5;0;860;800;[50-60);H
1400;100;4;1;980;785;[40-50);M
1401;101;5;1;1127;772;[50-60);M
1402;101;0;1;941;0;[0-10);M
1403;101;1;1;881;122;[10-20);M
1404;101;4;0;1040;977;[40-50);H
1405;101;6;0;1549;734;[60-INF);H
1406;101;3;1;1261;1019;[30-40);M
1407;101;2;0;1079;931;[20-30);H
1408;101;4;1;1139;881;[40-50);M
1409;101;0;0;903;0;[0-10);H
1410;101;5;0;969;887;[50-60);H
1411;101;1;0;966;160;[10-20);H
1412;101;3;0;1206;1143;[30-40);H
1413;101;6;1;2224;541;[60-INF);M
1414;101;2;1;1178;909;[20-30);M
1415;102;5;0;1535;1439;[50-60);H
1416;102;4;1;1933;1623;[40-50);M
1417;102;0;1;1268;0;[0-10);M
1418;102;1;1;1328;197;[10-20);M
1419;102;2;1;2591;2059;[20-30);M
1420;102;3;0;2345;2229;[30-40);H
1421;102;6;1;4288;1385;[60-INF);M
1422;102;5;1;2038;1637;[50-60);M
1423;102;4;0;1572;1499;[40-50);H
1424;102;0;0;1330;0;[0-10);H
1425;102;1;0;1356;213;[10-20);H
1426;102;2;0;2363;1975;[20-30);H
1427;102;6;0;2399;1321;[60-INF);H
1428;102;3;1;2671;2358;[30-40);M
1429;103;1;0;1396;253;[10-20);H
1430;103;3;0;2626;2474;[30-40);H
1431;103;2;1;2718;2119;[20-30);M
1432;103;0;0;1551;0;[0-10);H
1433;103;6;1;4508;1452;[60-INF);M
1434;103;5;0;1478;1350;[50-60);H
1435;103;4;1;2028;1725;[40-50);M
1436;103;1;1;1425;239;[10-20);M
1437;103;3;1;3024;2643;[30-40);M
1438;103;6;0;2462;1339;[60-INF);H
1439;103;2;0;2487;2072;[20-30);H
1440;103;5;1;2123;1664;[50-60);M
1441;103;4;0;1747;1647;[40-50);H
1442;103;0;1;1441;0;[0-10);M
1443;104;3;1;1531;1297;[30-40);M
1444;104;1;1;843;126;[10-20);M
1445;104;6;0;1479;781;[60-INF);H
1446;104;4;0;978;938;[40-50);H
1447;104;5;1;1198;923;[50-60);M
1448;104;0;0;923;0;[0-10);H
1449;104;2;0;1280;1102;[20-30);H
1450;104;3;0;1368;1305;[30-40);H
1451;104;1;0;875;139;[10-20);H
1452;104;6;1;2456;719;[60-INF);M
1453;104;5;0;936;861;[50-60);H
1454;104;4;1;1146;961;[40-50);M
1455;104;0;1;877;0;[0-10);M
1456;104;2;1;1326;1088;[20-30);M
1457;105;0;1;342;0;[0-10);M
1458;105;1;0;369;85;[10-20);H
1459;105;2;1;725;565;[20-30);M
1460;105;3;1;641;556;[30-40);M
1461;105;4;0;460;432;[40-50);H
1462;105;6;0;575;315;[60-INF);H
1463;105;1;1;398;69;[10-20);M
1464;105;5;1;491;394;[50-60);M
1465;105;6;1;1045;330;[60-INF);M
1466;105;0;0;381;0;[0-10);H
1467;105;2;0;677;558;[20-30);H
1468;105;5;0;418;392;[50-60);H
1469;105;3;0;661;611;[30-40);H
1470;105;4;1;572;490;[40-50);M
1471;106;0;0;1709;0;[0-10);H
1472;106;3;1;2516;2106;[30-40);M
1473;106;6;1;4079;1354;[60-INF);M
1474;106;2;1;3725;2696;[20-30);M
1475;106;5;0;1426;1296;[50-60);H
1476;106;4;1;2027;1673;[40-50);M
1477;106;3;0;2353;2201;[30-40);H
1478;106;1;0;1675;265;[10-20);H
1479;106;1;1;1714;265;[10-20);M
1480;106;6;0;2200;1210;[60-INF);H
1481;106;4;0;1626;1507;[40-50);H
1482;106;5;1;1892;1538;[50-60);M
1483;106;0;1;1647;0;[0-10);M
1484;106;2;0;3368;2566;[20-30);H
1485;107;3;1;888;721;[30-40);M
1486;107;6;1;1691;384;[60-INF);M
1487;107;1;0;615;127;[10-20);H
1488;107;2;0;752;657;[20-30);H
1489;107;5;0;650;605;[50-60);H
1490;107;0;0;658;0;[0-10);H
1491;107;4;1;716;558;[40-50);M
1492;107;2;1;737;595;[20-30);M
1493;107;3;0;804;766;[30-40);H
1494;107;6;0;1074;519;[60-INF);H
1495;107;1;1;661;108;[10-20);M
1496;107;5;1;747;526;[50-60);M
1497;107;0;1;622;0;[0-10);M
1498;107;4;0;686;665;[40-50);H
1499;108;2;0;799;675;[20-30);H
1500;108;1;1;605;91;[10-20);M
1501;108;6;0;937;486;[60-INF);H
1502;108;4;0;558;512;[40-50);H
1503;108;5;1;805;562;[50-60);M
1504;108;0;0;598;0;[0-10);H
1505;108;3;0;845;801;[30-40);H
1506;108;1;0;657;112;[10-20);H
1507;108;6;1;1509;397;[60-INF);M
1508;108;2;1;809;633;[20-30);M
1509;108;4;1;738;574;[40-50);M
1510;108;5;0;638;586;[50-60);H
1511;108;0;1;609;0;[0-10);M
1512;108;3;1;897;728;[30-40);M
1513;109;5;1;567;425;[50-60);M
1514;109;4;0;566;531;[40-50);H
1515;109;2;1;692;528;[20-30);M
1516;109;3;0;696;659;[30-40);H
1517;109;6;0;796;385;[60-INF);H
1518;109;1;1;558;86;[10-20);M
1519;109;0;0;562;0;[0-10);H
1520;109;5;0;536;471;[50-60);H
1521;109;4;1;622;499;[40-50);M
1522;109;2;0;674;590;[20-30);H
1523;109;3;1;704;560;[30-40);M
1524;109;6;1;1213;311;[60-INF);M
1525;109;1;0;549;112;[10-20);H
1526;109;0;1;562;0;[0-10);M
1527;110;4;1;1115;927;[40-50);M
1528;110;5;0;895;831;[50-60);H
1529;110;2;1;1198;952;[20-30);M
1530;110;6;1;2368;625;[60-INF);M
1531;110;1;0;756;110;[10-20);H
1532;110;0;1;895;0;[0-10);M
1533;110;3;1;1484;1297;[30-40);M
1534;110;6;0;1390;753;[60-INF);H
1535;110;2;0;1150;945;[20-30);H
1536;110;4;0;985;936;[40-50);H
1537;110;5;1;1124;840;[50-60);M
1538;110;0;0;840;0;[0-10);H
1539;110;1;1;784;94;[10-20);M
1540;110;3;0;1367;1307;[30-40);H
1541;111;0;1;1027;0;[0-10);M
1542;111;4;0;1074;1018;[40-50);H
1543;111;6;1;2312;606;[60-INF);M
1544;111;2;0;1449;1225;[20-30);H
1545;111;3;1;1550;1301;[30-40);M
1546;111;5;0;1044;971;[50-60);H
1547;111;1;0;1128;188;[10-20);H
1548;111;0;0;1118;0;[0-10);H
1549;111;4;1;1198;968;[40-50);M
1550;111;3;0;1442;1368;[30-40);H
1551;111;2;1;1457;1140;[20-30);M
1552;111;6;0;1549;798;[60-INF);H
1553;111;1;1;1044;139;[10-20);M
1554;111;5;1;1280;960;[50-60);M
1555;112;0;0;1258;0;[0-10);H
1556;112;4;0;1328;1267;[40-50);H
1557;112;3;0;1684;1608;[30-40);H
1558;112;6;1;3889;1041;[60-INF);M
1559;112;5;1;1667;1271;[50-60);M
1560;112;1;1;1255;180;[10-20);M
1561;112;2;0;1688;1418;[20-30);H
1562;112;3;1;1846;1552;[30-40);M
1563;112;6;0;2254;1180;[60-INF);H
1564;112;0;1;1169;0;[0-10);M
1565;112;4;1;1595;1320;[40-50);M
1566;112;1;0;1216;197;[10-20);H
1567;112;5;0;1283;1167;[50-60);H
1568;112;2;1;1754;1404;[20-30);M
1569;113;4;1;1071;891;[40-50);M
1570;113;6;0;1316;689;[60-INF);H
1571;113;2;1;1230;973;[20-30);M
1572;113;0;0;951;0;[0-10);H
1573;113;1;1;984;161;[10-20);M
1574;113;5;0;929;865;[50-60);H
1575;113;3;0;1199;1151;[30-40);H
1576;113;4;0;938;906;[40-50);H
1577;113;6;1;2146;593;[60-INF);M
1578;113;2;0;1169;1054;[20-30);H
1579;113;5;1;1157;881;[50-60);M
1580;113;1;0;998;205;[10-20);H
1581;113;0;1;933;0;[0-10);M
1582;113;3;1;1301;1118;[30-40);M
1583;114;1;0;712;112;[10-20);H
1584;114;4;1;1065;899;[40-50);M
1585;114;2;0;1627;1272;[20-30);H
1586;114;6;0;1257;695;[60-INF);H
1587;114;0;1;656;0;[0-10);M
1588;114;5;1;1067;850;[50-60);M
1589;114;3;1;1577;1337;[30-40);M
1590;114;1;1;740;102;[10-20);M
1591;114;2;1;1701;1256;[20-30);M
1592;114;4;0;928;879;[40-50);H
1593;114;3;0;1462;1355;[30-40);H
1594;114;6;1;2199;673;[60-INF);M
1595;114;0;0;697;0;[0-10);H
1596;114;5;0;861;775;[50-60);H
1597;115;0;1;619;0;[0-10);M
1598;115;1;0;490;77;[10-20);H
1599;115;2;0;861;627;[20-30);H
1600;115;4;0;754;708;[40-50);H
1601;115;3;1;1237;1080;[30-40);M
1602;115;5;1;635;516;[50-60);M
1603;115;6;1;1180;474;[60-INF);M
1604;115;6;0;751;480;[60-INF);H
1605;115;1;1;468;53;[10-20);M
1606;115;3;0;1103;1047;[30-40);H
1607;115;2;1;1027;798;[20-30);M
1608;115;5;0;535;502;[50-60);H
1609;115;4;1;810;691;[40-50);M
1610;115;0;0;635;0;[0-10);H
1611;116;1;1;1189;190;[10-20);M
1612;116;0;1;1132;0;[0-10);M
1613;116;6;1;2883;973;[60-INF);M
1614;116;2;1;2444;1810;[20-30);M
1615;116;0;0;1211;0;[0-10);H
1616;116;4;1;1420;1230;[40-50);M
1617;116;3;0;2055;1952;[30-40);H
1618;116;5;0;1070;973;[50-60);H
1619;116;1;0;1140;224;[10-20);H
1620;116;6;0;1590;868;[60-INF);H
1621;116;2;0;2270;1847;[20-30);H
1622;116;3;1;2180;1892;[30-40);M
1623;116;4;0;1346;1280;[40-50);H
1624;116;5;1;1319;1054;[50-60);M
1625;117;0;0;840;0;[0-10);H
1626;117;4;1;1415;1227;[40-50);M
1627;117;1;0;945;124;[10-20);H
1628;117;5;0;1136;1069;[50-60);H
1629;117;2;1;2699;2002;[20-30);M
1630;117;6;1;3864;1332;[60-INF);M
1631;117;3;0;1762;1692;[30-40);H
1632;117;0;1;841;0;[0-10);M
1633;117;1;1;998;164;[10-20);M
1634;117;5;1;1584;1285;[50-60);M
1635;117;4;0;1197;1129;[40-50);H
1636;117;3;1;1989;1794;[30-40);M
1637;117;6;0;2101;1222;[60-INF);H
1638;117;2;0;2242;1683;[20-30);H
1639;118;0;0;283;0;[0-10);H
1640;118;5;1;478;278;[50-60);M
1641;118;1;0;304;63;[10-20);H
1642;118;4;0;549;365;[40-50);H
1643;118;6;0;650;348;[60-INF);H
1644;118;3;1;704;492;[30-40);M
1645;118;2;0;869;590;[20-30);H
1646;118;4;1;461;322;[40-50);M
1647;118;1;1;275;60;[10-20);M
1648;118;5;0;528;305;[50-60);H
1649;118;0;1;255;0;[0-10);M
1650;118;3;0;744;544;[30-40);H
1651;118;6;1;794;301;[60-INF);M
1652;118;2;1;852;574;[20-30);M
1653;119;1;1;531;54;[10-20);M
1654;119;3;1;855;688;[30-40);M
1655;119;6;0;899;463;[60-INF);H
1656;119;0;1;578;0;[0-10);M
1657;119;2;0;624;527;[20-30);H
1658;119;4;0;595;564;[40-50);H
1659;119;5;1;673;472;[50-60);M
1660;119;1;0;541;81;[10-20);H
1661;119;3;0;792;768;[30-40);H
1662;119;4;1;662;516;[40-50);M
1663;119;2;1;675;530;[20-30);M
1664;119;5;0;570;514;[50-60);H
1665;119;0;0;582;0;[0-10);H
1666;119;6;1;1458;345;[60-INF);M
1667;120;3;0;1348;1307;[30-40);H
1668;120;1;0;1039;177;[10-20);H
1669;120;6;1;2483;721;[60-INF);M
1670;120;2;1;1187;930;[20-30);M
1671;120;5;0;971;922;[50-60);H
1672;120;4;1;1259;1009;[40-50);M
1673;120;0;1;990;0;[0-10);M
1674;120;1;1;912;155;[10-20);M
1675;120;3;1;1439;1240;[30-40);M
1676;120;0;0;1036;0;[0-10);H
1677;120;6;0;1631;832;[60-INF);H
1678;120;4;0;1105;1065;[40-50);H
1679;120;5;1;1171;860;[50-60);M
1680;120;2;0;1192;1040;[20-30);H
1681;121;1;1;334;47;[10-20);M
1682;121;0;0;378;0;[0-10);H
1683;121;6;1;1004;243;[60-INF);M
1684;121;4;1;464;376;[40-50);M
1685;121;3;0;504;486;[30-40);H
1686;121;5;0;382;359;[50-60);H
1687;121;2;0;463;393;[20-30);H
1688;121;1;0;351;43;[10-20);H
1689;121;0;1;348;0;[0-10);M
1690;121;4;0;424;409;[40-50);H
1691;121;2;1;398;316;[20-30);M
1692;121;5;1;478;356;[50-60);M
1693;121;6;0;652;313;[60-INF);H
1694;121;3;1;519;443;[30-40);M
1695;122;0;1;1187;0;[0-10);M
1696;122;6;0;1365;651;[60-INF);H
1697;122;4;0;1073;955;[40-50);H
1698;122;1;1;1194;175;[10-20);M
1699;122;3;1;1474;1079;[30-40);M
1700;122;5;1;1196;863;[50-60);M
1701;122;2;0;1466;1167;[20-30);H
1702;122;6;1;2350;638;[60-INF);M
1703;122;0;0;1220;0;[0-10);H
1704;122;4;1;1307;984;[40-50);M
1705;122;5;0;1022;901;[50-60);H
1706;122;2;1;1519;1030;[20-30);M
1707;122;3;0;1366;1169;[30-40);H
1708;122;1;0;1179;193;[10-20);H
1709;123;0;0;855;0;[0-10);H
1710;123;6;0;1344;735;[60-INF);H
1711;123;2;1;1236;992;[20-30);M
1712;123;1;0;757;117;[10-20);H
1713;123;4;0;960;912;[40-50);H
1714;123;3;0;1356;1306;[30-40);H
1715;123;5;1;1106;878;[50-60);M
1716;123;2;0;1179;1006;[20-30);H
1717;123;6;1;2153;562;[60-INF);M
1718;123;0;1;814;0;[0-10);M
1719;123;3;1;1460;1294;[30-40);M
1720;123;5;0;845;797;[50-60);H
1721;123;4;1;1078;941;[40-50);M
1722;123;1;1;742;123;[10-20);M
1723;124;5;0;672;634;[50-60);H
1724;124;6;1;1612;409;[60-INF);M
1725;124;2;1;803;624;[20-30);M
1726;124;3;1;838;671;[30-40);M
1727;124;1;0;606;103;[10-20);H
1728;124;0;1;621;0;[0-10);M
1729;124;4;1;791;620;[40-50);M
1730;124;6;0;1028;514;[60-INF);H
1731;124;2;0;804;685;[20-30);H
1732;124;5;1;783;524;[50-60);M
1733;124;0;0;625;0;[0-10);H
1734;124;1;1;648;96;[10-20);M
1735;124;3;0;798;770;[30-40);H
1736;124;4;0;689;656;[40-50);H
1737;125;4;1;1202;933;[40-50);M
1738;125;1;1;1016;167;[10-20);M
1739;125;2;0;1322;1132;[20-30);H
1740;125;5;0;998;910;[50-60);H
1741;125;3;1;1311;1096;[30-40);M
1742;125;6;1;2825;647;[60-INF);M
1743;125;0;1;894;0;[0-10);M
1744;125;2;1;1323;1050;[20-30);M
1745;125;1;0;939;167;[10-20);H
1746;125;5;1;1239;935;[50-60);M
1747;125;4;0;1032;972;[40-50);H
1748;125;0;0;931;0;[0-10);H
1749;125;6;0;1673;807;[60-INF);H
1750;125;3;0;1214;1149;[30-40);H
1751;126;5;1;1737;1409;[50-60);M
1752;126;6;0;2088;1217;[60-INF);H
1753;126;3;0;2181;2053;[30-40);H
1754;126;2;0;1920;1635;[20-30);H
1755;126;4;0;1500;1446;[40-50);H
1756;126;1;1;1205;197;[10-20);M
1757;126;0;0;1258;0;[0-10);H
1758;126;6;1;3508;1207;[60-INF);M
1759;126;1;0;1197;205;[10-20);H
1760;126;5;0;1324;1254;[50-60);H
1761;126;2;1;2233;1803;[20-30);M
1762;126;4;1;1795;1556;[40-50);M
1763;126;3;1;2406;2071;[30-40);M
1764;126;0;1;1255;0;[0-10);M
1765;127;4;1;1166;1032;[40-50);M
1766;127;3;0;1260;1202;[30-40);H
1767;127;6;0;1462;837;[60-INF);H
1768;127;2;1;1373;1114;[20-30);M
1769;127;0;0;799;0;[0-10);H
1770;127;1;1;816;139;[10-20);M
1771;127;5;1;1171;961;[50-60);M
1772;127;3;1;1480;1297;[30-40);M
1773;127;6;1;2433;846;[60-INF);M
1774;127;4;0;995;961;[40-50);H
1775;127;0;1;811;0;[0-10);M
1776;127;2;0;1244;1090;[20-30);H
1777;127;1;0;821;126;[10-20);H
1778;127;5;0;844;791;[50-60);H
1779;128;5;0;592;561;[50-60);H
1780;128;6;0;863;471;[60-INF);H
1781;128;0;1;511;0;[0-10);M
1782;128;2;0;661;578;[20-30);H
1783;128;4;1;672;553;[40-50);M
1784;128;3;1;852;728;[30-40);M
1785;128;1;0;514;72;[10-20);H
1786;128;0;0;563;0;[0-10);H
1787;128;2;1;735;597;[20-30);M
1788;128;5;1;683;523;[50-60);M
1789;128;6;1;1321;370;[60-INF);M
1790;128;4;0;589;568;[40-50);H
1791;128;3;0;801;773;[30-40);H
1792;128;1;1;511;68;[10-20);M
1793;129;5;0;726;676;[50-60);H
1794;129;6;1;1832;674;[60-INF);M
1795;129;4;0;833;791;[40-50);H
1796;129;2;0;1393;1142;[20-30);H
1797;129;3;1;1486;1305;[30-40);M
1798;129;5;1;871;698;[50-60);M
1799;129;0;1;639;0;[0-10);M
1800;129;1;0;550;95;[10-20);H
1801;129;6;0;1088;633;[60-INF);H
1802;129;1;1;614;108;[10-20);M
1803;129;4;1;885;757;[40-50);M
1804;129;2;1;1498;1192;[20-30);M
1805;129;3;0;1515;1427;[30-40);H
1806;129;0;0;630;0;[0-10);H
1807;130;1;1;1224;126;[10-20);M
1808;130;4;0;1396;1346;[40-50);H
1809;130;3;0;1479;1398;[30-40);H
1810;130;2;1;1824;1366;[20-30);M
1811;130;5;0;1331;1265;[50-60);H
1812;130;0;0;1203;0;[0-10);H
1813;130;6;1;4266;1459;[60-INF);M
1814;130;4;1;1718;1393;[40-50);M
1815;130;1;0;1229;148;[10-20);H
1816;130;2;0;1714;1309;[20-30);H
1817;130;3;1;1768;1486;[30-40);M
1818;130;0;1;1141;0;[0-10);M
1819;130;6;0;2844;1791;[60-INF);H
1820;130;5;1;1863;1458;[50-60);M
1821;131;1;1;1341;207;[10-20);M
1822;131;2;1;1933;1550;[20-30);M
1823;131;3;0;2091;2014;[30-40);H
1824;131;5;0;1515;1429;[50-60);H
1825;131;4;1;1794;1495;[40-50);M
1826;131;6;0;2380;1358;[60-INF);H
1827;131;0;0;1402;0;[0-10);H
1828;131;4;0;1499;1440;[40-50);H
1829;131;1;0;1417;243;[10-20);H
1830;131;5;1;1964;1502;[50-60);M
1831;131;0;1;1383;0;[0-10);M
1832;131;6;1;3900;1237;[60-INF);M
1833;131;3;1;2316;1983;[30-40);M
1834;131;2;0;1961;1623;[20-30);H
1835;132;1;0;476;56;[10-20);H
1836;132;5;1;567;390;[50-60);M
1837;132;6;0;825;406;[60-INF);H
1838;132;0;1;398;0;[0-10);M
1839;132;2;0;535;437;[20-30);H
1840;132;3;1;620;509;[30-40);M
1841;132;4;0;541;510;[40-50);H
1842;132;6;1;1208;301;[60-INF);M
1843;132;5;0;501;465;[50-60);H
1844;132;1;1;446;54;[10-20);M
1845;132;0;0;428;0;[0-10);H
1846;132;2;1;515;405;[20-30);M
1847;132;4;1;578;439;[40-50);M
1848;132;3;0;533;509;[30-40);H
1849;133;6;1;1728;438;[60-INF);M
1850;133;4;0;647;625;[40-50);H
1851;133;5;1;695;497;[50-60);M
1852;133;0;1;497;0;[0-10);M
1853;133;1;1;545;74;[10-20);M
1854;133;3;1;701;580;[30-40);M
1855;133;2;0;647;531;[20-30);H
1856;133;6;0;1119;606;[60-INF);H
1857;133;5;0;581;555;[50-60);H
1858;133;4;1;731;571;[40-50);M
1859;133;2;1;674;499;[20-30);M
1860;133;3;0;619;592;[30-40);H
1861;133;0;0;515;0;[0-10);H
1862;133;1;0;579;67;[10-20);H
1863;134;5;0;518;486;[50-60);H
1864;134;6;1;1462;351;[60-INF);M
1865;134;4;1;605;482;[40-50);M
1866;134;2;1;531;413;[20-30);M
1867;134;3;0;568;546;[30-40);H
1868;134;0;0;443;0;[0-10);H
1869;134;1;0;466;56;[10-20);H
1870;134;5;1;641;469;[50-60);M
1871;134;4;0;475;456;[40-50);H
1872;134;6;0;940;537;[60-INF);H
1873;134;3;1;612;509;[30-40);M
1874;134;0;1;366;0;[0-10);M
1875;134;1;1;495;46;[10-20);M
1876;134;2;0;565;468;[20-30);H
1877;135;3;0;1337;1286;[30-40);H
1878;135;0;0;868;0;[0-10);H
1879;135;6;0;1626;900;[60-INF);H
1880;135;5;0;928;868;[50-60);H
1881;135;4;1;1170;943;[40-50);M
1882;135;1;0;811;102;[10-20);H
1883;135;6;1;2747;789;[60-INF);M
1884;135;2;1;1257;988;[20-30);M
1885;135;3;1;1509;1308;[30-40);M
1886;135;4;0;1034;982;[40-50);H
1887;135;0;1;873;0;[0-10);M
1888;135;1;1;757;104;[10-20);M
1889;135;5;1;1143;878;[50-60);M
1890;135;2;0;1176;1015;[20-30);H
1891;136;1;1;212;37;[10-20);M
1892;136;4;0;288;271;[40-50);H
1893;136;5;1;289;217;[50-60);M
1894;136;6;0;434;234;[60-INF);H
1895;136;3;1;314;258;[30-40);M
1896;136;2;0;291;241;[20-30);H
1897;136;3;0;313;298;[30-40);H
1898;136;0;0;230;0;[0-10);H
1899;136;1;0;245;40;[10-20);H
1900;136;2;1;305;242;[20-30);M
1901;136;4;1;342;285;[40-50);M
1902;136;5;0;239;214;[50-60);H
1903;136;0;1;225;0;[0-10);M
1904;136;6;1;693;190;[60-INF);M
1905;137;0;1;710;0;[0-10);M
1906;137;1;0;554;80;[10-20);H
1907;137;5;1;870;663;[50-60);M
1908;137;4;0;719;677;[40-50);H
1909;137;2;1;1212;1033;[20-30);M
1910;137;6;0;1200;625;[60-INF);H
1911;137;3;1;1448;1293;[30-40);M
1912;137;0;0;740;0;[0-10);H
1913;137;1;1;548;75;[10-20);M
1914;137;6;1;1980;536;[60-INF);M
1915;137;3;0;1362;1307;[30-40);H
1916;137;2;0;994;856;[20-30);H
1917;137;5;0;696;658;[50-60);H
1918;137;4;1;848;708;[40-50);M
1919;138;6;1;2472;737;[60-INF);M
1920;138;2;1;1206;916;[20-30);M
1921;138;0;0;916;0;[0-10);H
1922;138;5;0;889;832;[50-60);H
1923;138;4;1;1186;968;[40-50);M
1924;138;1;0;947;140;[10-20);H
1925;138;3;0;1186;1137;[30-40);H
1926;138;0;1;845;0;[0-10);M
1927;138;2;0;1244;1029;[20-30);H
1928;138;6;0;1580;903;[60-INF);H
1929;138;3;1;1337;1167;[30-40);M
1930;138;1;1;908;137;[10-20);M
1931;138;4;0;961;927;[40-50);H
1932;138;5;1;1129;901;[50-60);M
1933;139;0;1;1239;0;[0-10);M
1934;139;3;0;1409;1349;[30-40);H
1935;139;2;0;1476;1291;[20-30);H
1936;139;6;1;1956;573;[60-INF);M
1937;139;5;0;895;821;[50-60);H
1938;139;1;1;1273;246;[10-20);M
1939;139;4;1;1143;913;[40-50);M
1940;139;3;1;1478;1192;[30-40);M
1941;139;0;0;1263;0;[0-10);H
1942;139;2;1;1552;1182;[20-30);M
1943;139;6;0;1246;658;[60-INF);H
1944;139;4;0;1067;1015;[40-50);H
1945;139;1;0;1356;262;[10-20);H
1946;139;5;1;1080;789;[50-60);M
1947;140;1;1;1211;210;[10-20);M
1948;140;3;0;2389;2124;[30-40);H
1949;140;5;1;1661;1274;[50-60);M
1950;140;2;0;2616;2029;[20-30);H
1951;140;4;0;1512;1361;[40-50);H
1952;140;6;0;2029;1100;[60-INF);H
1953;140;0;0;1156;0;[0-10);H
1954;140;1;0;1244;271;[10-20);H
1955;140;2;1;2736;1991;[20-30);M
1956;140;3;1;2288;1885;[30-40);M
1957;140;5;0;1339;1163;[50-60);H
1958;140;6;1;3426;1162;[60-INF);M
1959;140;0;1;1146;0;[0-10);M
1960;140;4;1;1686;1380;[40-50);M
1961;141;5;1;2745;1858;[50-60);M
1962;141;1;0;1422;182;[10-20);H
1963;141;2;1;3530;2352;[20-30);M
1964;141;4;0;2148;1455;[40-50);H
1965;141;6;0;4304;2461;[60-INF);H
1966;141;1;1;1533;229;[10-20);M
1967;141;0;0;1296;0;[0-10);H
1968;141;5;0;2322;1657;[50-60);H
1969;141;4;1;2460;1659;[40-50);M
1970;141;2;0;3031;2044;[20-30);H
1971;141;3;1;2816;2037;[30-40);M
1972;141;3;0;2733;1941;[30-40);H
1973;141;6;1;6295;2291;[60-INF);M
1974;141;0;1;1305;0;[0-10);M
1975;142;4;1;1628;1383;[40-50);M
1976;142;2;1;3570;2588;[20-30);M
1977;142;1;0;1140;164;[10-20);H
1978;142;5;0;1243;1150;[50-60);H
1979;142;3;1;2327;2020;[30-40);M
1980;142;6;0;2344;1393;[60-INF);H
1981;142;0;1;986;0;[0-10);M
1982;142;5;1;1740;1373;[50-60);M
1983;142;2;0;2859;2178;[20-30);H
1984;142;4;0;1276;1191;[40-50);H
1985;142;3;0;2053;1900;[30-40);H
1986;142;1;1;1228;185;[10-20);M
1987;142;0;0;1051;0;[0-10);H
1988;142;6;1;4192;1461;[60-INF);M
1989;143;2;0;1108;962;[20-30);H
1990;143;0;1;974;0;[0-10);M
1991;143;3;1;1328;1098;[30-40);M
1992;143;6;1;1987;525;[60-INF);M
1993;143;1;1;860;133;[10-20);M
1994;143;4;0;946;895;[40-50);H
1995;143;5;0;827;777;[50-60);H
1996;143;6;0;1273;638;[60-INF);H
1997;143;2;1;1117;891;[20-30);M
1998;143;1;0;920;159;[10-20);H
1999;143;4;1;1035;835;[40-50);M
2000;143;0;0;978;0;[0-10);H
2001;143;3;0;1263;1221;[30-40);H
2002;143;5;1;946;701;[50-60);M
2003;144;1;1;741;81;[10-20);M
2004;144;5;1;1053;767;[50-60);M
2005;144;0;0;772;0;[0-10);H
2006;144;6;1;2293;532;[60-INF);M
2007;144;3;0;1068;1018;[30-40);H
2008;144;4;0;822;778;[40-50);H
2009;144;2;1;972;799;[20-30);M
2010;144;0;1;790;0;[0-10);M
2011;144;6;0;1420;764;[60-INF);H
