MOC_DEMOGRAFIA_ID;MOC_ZONAS_ID;PK_RANGO_ETARIO_ID;PK_GENERO_ID;POBLACION_VIVIENTE;POBLACION_TRABAJADORA;RANGO_ETARIO;GENERO
679;49;4;0;1083;1018;[40-50);H
680;49;2;1;1720;1215;[20-30);M
681;49;5;1;1143;837;[50-60);M
682;49;0;1;1502;0;[0-10);M
683;49;1;0;1618;328;[10-20);H
684;49;6;0;1176;559;[60-INF);H
685;49;4;1;1176;932;[40-50);M
686;49;3;1;1511;1182;[30-40);M
687;50;3;0;1141;1089;[30-40);H
688;50;0;0;918;0;[0-10);H
689;50;2;0;1201;1017;[20-30);H
690;50;1;1;964;152;[10-20);M
691;50;6;0;1297;616;[60-INF);H
692;50;2;1;1190;917;[20-30);M
693;50;1;0;973;165;[10-20);H
694;50;4;1;1086;903;[40-50);M
695;50;5;1;1037;800;[50-60);M
696;50;3;1;1306;1099;[30-40);M
697;50;0;1;900;0;[0-10);M
698;50;4;0;923;878;[40-50);H
699;50;6;1;2162;608;[60-INF);M
700;50;5;0;829;774;[50-60);H
701;51;2;0;771;453;[20-30);H
702;51;3;1;526;317;[30-40);M
703;51;0;1;187;0;[0-10);M
704;51;6;0;496;218;[60-INF);H
705;51;1;0;238;53;[10-20);H
706;51;5;1;479;257;[50-60);M
707;51;4;0;470;279;[40-50);H
708;51;2;1;726;424;[20-30);M
709;51;3;0;646;360;[30-40);H
710;51;0;0;178;0;[0-10);H
711;51;6;1;713;226;[60-INF);M
712;51;4;1;458;265;[40-50);M
713;51;5;0;416;256;[50-60);H
714;51;1;1;248;52;[10-20);M
715;52;0;1;652;0;[0-10);M
716;52;2;0;1035;891;[20-30);H
717;52;3;1;1047;897;[30-40);M
718;52;6;1;1717;536;[60-INF);M
719;52;1;0;751;125;[10-20);H
720;52;5;0;747;692;[50-60);H
721;52;4;1;858;721;[40-50);M
722;52;0;0;741;0;[0-10);H
723;52;2;1;1054;804;[20-30);M
724;52;3;0;1034;977;[30-40);H
725;52;6;0;1047;573;[60-INF);H
726;52;5;1;895;660;[50-60);M
727;52;1;1;758;155;[10-20);M
728;52;4;0;775;731;[40-50);H
729;53;0;0;1188;0;[0-10);H
730;53;2;1;1889;1397;[20-30);M
731;53;3;0;1750;1610;[30-40);H
732;53;1;0;1242;272;[10-20);H
733;53;5;0;1202;1078;[50-60);H
734;53;4;1;1509;1226;[40-50);M
735;53;6;1;2801;841;[60-INF);M
736;53;1;1;1250;232;[10-20);M
737;53;0;1;1255;0;[0-10);M
738;53;2;0;1958;1592;[20-30);H
739;53;3;1;1819;1508;[30-40);M
740;53;6;0;1637;819;[60-INF);H
741;53;4;0;1377;1258;[40-50);H
742;53;5;1;1359;1076;[50-60);M
743;54;0;0;901;0;[0-10);H
744;54;2;1;1287;947;[20-30);M
745;54;1;0;884;145;[10-20);H
746;54;6;0;1023;511;[60-INF);H
747;54;4;1;1013;821;[40-50);M
748;54;3;0;1249;1156;[30-40);H
749;54;5;0;697;623;[50-60);H
750;54;0;1;932;0;[0-10);M
751;54;1;1;865;146;[10-20);M
752;54;2;0;1231;1031;[20-30);H
753;54;3;1;1420;1188;[30-40);M
754;54;4;0;937;872;[40-50);H
755;54;6;1;1661;505;[60-INF);M
756;54;5;1;912;686;[50-60);M
757;55;5;1;1923;1509;[50-60);M
758;55;1;1;1462;254;[10-20);M
759;55;2;0;2691;2259;[20-30);H
760;55;3;1;2579;2092;[30-40);M
761;55;0;1;1494;0;[0-10);M
762;55;6;0;2163;1174;[60-INF);H
763;55;4;0;1838;1691;[40-50);H
764;55;0;0;1622;0;[0-10);H
765;55;5;0;1555;1386;[50-60);H
766;55;3;0;2569;2401;[30-40);H
767;55;1;0;1577;336;[10-20);H
768;55;2;1;2708;2032;[20-30);M
769;55;6;1;3929;1329;[60-INF);M
770;55;4;1;2101;1757;[40-50);M
771;56;1;1;705;109;[10-20);M
772;56;5;1;757;585;[50-60);M
773;56;2;1;849;658;[20-30);M
774;56;4;0;737;703;[40-50);H
775;56;0;1;667;0;[0-10);M
776;56;6;1;1449;430;[60-INF);M
777;56;3;1;872;741;[30-40);M
778;56;4;1;827;674;[40-50);M
779;56;1;0;691;112;[10-20);H
780;56;2;0;875;764;[20-30);H
781;56;5;0;632;568;[50-60);H
782;56;0;0;651;0;[0-10);H
783;56;3;0;842;812;[30-40);H
784;56;6;0;864;458;[60-INF);H
785;57;5;0;571;543;[50-60);H
786;57;4;1;670;554;[40-50);M
787;57;0;0;508;0;[0-10);H
788;57;6;1;1610;438;[60-INF);M
789;57;3;0;785;766;[30-40);H
790;57;1;0;431;77;[10-20);H
791;57;2;0;660;590;[20-30);H
792;57;5;1;682;542;[50-60);M
793;57;4;0;577;553;[40-50);H
794;57;0;1;495;0;[0-10);M
795;57;1;1;480;77;[10-20);M
796;57;3;1;815;720;[30-40);M
797;57;6;0;952;526;[60-INF);H
798;57;2;1;662;520;[20-30);M
799;58;5;0;1342;1260;[50-60);H
800;58;0;0;1298;0;[0-10);H
801;58;4;1;1663;1404;[40-50);M
802;58;3;0;2093;2023;[30-40);H
803;58;2;0;1658;1412;[20-30);H
804;58;6;0;2271;1232;[60-INF);H
805;58;1;1;1081;154;[10-20);M
806;58;3;1;2378;2097;[30-40);M
807;58;5;1;1682;1341;[50-60);M
808;58;4;0;1384;1330;[40-50);H
809;58;1;0;948;134;[10-20);H
810;58;2;1;1960;1564;[20-30);M
811;58;6;1;3952;1189;[60-INF);M
812;58;0;1;1250;0;[0-10);M
813;59;5;1;1188;904;[50-60);M
814;59;1;1;985;143;[10-20);M
815;59;6;0;1482;781;[60-INF);H
816;59;4;0;1123;1080;[40-50);H
817;59;3;1;1531;1312;[30-40);M
818;59;0;1;890;0;[0-10);M
819;59;1;0;995;154;[10-20);H
820;59;2;0;1403;1197;[20-30);H
821;59;4;1;1231;1021;[40-50);M
822;59;5;0;952;881;[50-60);H
823;59;6;1;2428;737;[60-INF);M
824;59;2;1;1387;1104;[20-30);M
825;59;3;0;1377;1302;[30-40);H
826;59;0;0;922;0;[0-10);H
827;60;0;0;1059;0;[0-10);H
828;60;1;0;1162;196;[10-20);H
829;60;3;1;2208;1815;[30-40);M
830;60;2;1;3105;2259;[20-30);M
831;60;5;1;1945;1495;[50-60);M
832;60;4;0;1482;1300;[40-50);H
833;60;4;1;1697;1394;[40-50);M
834;60;5;0;1515;1350;[50-60);H
835;60;6;0;2738;1693;[60-INF);H
836;60;0;1;1016;0;[0-10);M
837;60;2;0;2762;2087;[20-30);H
838;60;1;1;1356;225;[10-20);M
839;60;3;0;2044;1839;[30-40);H
840;60;6;1;4380;1755;[60-INF);M
841;61;6;1;5189;1608;[60-INF);M
842;61;0;1;1469;0;[0-10);M
843;61;1;0;1459;214;[10-20);H
844;61;5;0;1615;1502;[50-60);H
845;61;2;1;2550;2007;[20-30);M
846;61;3;1;2882;2542;[30-40);M
847;61;4;1;2122;1801;[40-50);M
848;61;6;0;2965;1597;[60-INF);H
849;61;0;0;1524;0;[0-10);H
850;61;5;1;2187;1716;[50-60);M
851;61;4;0;1785;1687;[40-50);H
852;61;1;1;1364;202;[10-20);M
853;61;2;0;2232;1839;[20-30);H
854;61;3;0;2498;2387;[30-40);H
855;62;6;1;1602;498;[60-INF);M
856;62;0;1;3411;0;[0-10);M
857;62;1;1;3095;529;[10-20);M
858;62;5;0;1132;978;[50-60);H
859;62;4;1;1851;1274;[40-50);M
860;62;3;0;2511;2310;[30-40);H
861;62;2;0;3611;3067;[20-30);H
862;62;6;0;1069;569;[60-INF);H
863;62;0;0;3531;0;[0-10);H
864;62;2;1;3485;2063;[20-30);M
865;62;1;0;3056;706;[10-20);H
866;62;5;1;1284;814;[50-60);M
867;62;3;1;2609;1711;[30-40);M
868;62;4;0;1643;1492;[40-50);H
869;63;5;1;1135;747;[50-60);M
870;63;3;0;1734;1587;[30-40);H
871;63;2;0;2132;1800;[20-30);H
872;63;1;1;1943;296;[10-20);M
873;63;0;0;2039;0;[0-10);H
874;63;4;0;1364;1247;[40-50);H
875;63;6;1;2051;559;[60-INF);M
876;63;5;0;1028;901;[50-60);H
877;63;3;1;1854;1288;[30-40);M
878;63;1;0;2057;426;[10-20);H
879;63;2;1;2041;1307;[20-30);M
880;63;6;0;1365;658;[60-INF);H
881;63;4;1;1475;1017;[40-50);M
882;63;0;1;1920;0;[0-10);M
883;64;5;1;1487;1033;[50-60);M
884;64;3;1;2879;2043;[30-40);M
885;64;2;1;3998;2724;[20-30);M
886;64;0;0;3437;0;[0-10);H
887;64;4;1;2086;1521;[40-50);M
888;64;1;0;3052;652;[10-20);H
889;64;5;0;1280;1124;[50-60);H
890;64;6;0;1415;684;[60-INF);H
891;64;4;0;1909;1730;[40-50);H
892;64;3;0;2775;2567;[30-40);H
893;64;6;1;2092;562;[60-INF);M
894;64;2;0;3859;3327;[20-30);H
895;64;1;1;3083;575;[10-20);M
896;64;0;1;3321;0;[0-10);M
897;65;0;1;608;0;[0-10);M
898;65;3;1;841;645;[30-40);M
899;65;2;0;809;708;[20-30);H
900;65;5;1;636;431;[50-60);M
901;65;6;0;971;452;[60-INF);H
902;65;1;0;706;119;[10-20);H
903;65;4;1;696;550;[40-50);M
904;65;0;0;648;0;[0-10);H
905;65;2;1;791;593;[20-30);M
906;65;3;0;783;733;[30-40);H
907;65;1;1;666;93;[10-20);M
908;65;6;1;1457;312;[60-INF);M
909;65;5;0;557;508;[50-60);H
910;65;4;0;666;627;[40-50);H
911;66;0;1;1498;0;[0-10);M
912;66;3;1;3429;3008;[30-40);M
913;66;2;1;4298;3165;[20-30);M
914;66;3;0;3191;2997;[30-40);H
915;66;6;1;6007;2146;[60-INF);M
916;66;1;1;1730;247;[10-20);M
917;66;5;0;1884;1764;[50-60);H
918;66;4;0;2068;1950;[40-50);H
919;66;0;0;1442;0;[0-10);H
920;66;2;0;3833;2958;[20-30);H
921;66;6;0;3217;1861;[60-INF);H
922;66;5;1;2629;2154;[50-60);M
923;66;4;1;2463;2145;[40-50);M
924;66;1;0;1653;278;[10-20);H
925;67;0;0;1295;0;[0-10);H
926;67;3;0;2510;2306;[30-40);H
927;67;6;1;4707;1642;[60-INF);M
928;67;1;1;1440;205;[10-20);M
929;67;2;1;4285;2962;[20-30);M
930;67;4;1;1860;1581;[40-50);M
931;67;5;0;1394;1263;[50-60);H
932;67;6;0;2567;1475;[60-INF);H
933;67;3;1;2764;2363;[30-40);M
934;67;1;0;1280;176;[10-20);H
935;67;0;1;1174;0;[0-10);M
936;67;4;0;1442;1357;[40-50);H
937;67;2;0;3407;2505;[20-30);H
938;67;5;1;2015;1569;[50-60);M
939;68;3;0;940;863;[30-40);H
940;68;0;0;629;0;[0-10);H
941;68;1;0;612;99;[10-20);H
942;68;6;0;916;512;[60-INF);H
943;68;2;0;1027;858;[20-30);H
944;68;4;0;700;644;[40-50);H
945;68;5;1;786;609;[50-60);M
946;68;0;1;573;0;[0-10);M
947;68;3;1;995;855;[30-40);M
948;68;1;1;602;106;[10-20);M
949;68;6;1;1608;541;[60-INF);M
950;68;2;1;1117;872;[20-30);M
951;68;4;1;818;665;[40-50);M
952;68;5;0;579;533;[50-60);H
953;69;0;1;1444;0;[0-10);M
954;69;3;1;2597;2192;[30-40);M
955;69;4;0;1708;1617;[40-50);H
956;69;5;1;1959;1609;[50-60);M
957;69;1;1;1287;188;[10-20);M
958;69;2;0;2119;1635;[20-30);H
959;69;6;0;3006;2051;[60-INF);H
960;69;4;1;1992;1659;[40-50);M
961;69;0;0;1457;0;[0-10);H
962;69;2;1;2634;1987;[20-30);M
963;69;5;0;1484;1396;[50-60);H
964;69;3;0;2162;2008;[30-40);H
965;69;1;0;1280;216;[10-20);H
966;69;6;1;4442;1865;[60-INF);M
967;70;3;1;794;657;[30-40);M
968;70;4;1;630;523;[40-50);M
969;70;1;1;541;75;[10-20);M
970;70;0;1;518;0;[0-10);M
971;70;6;1;1155;379;[60-INF);M
972;70;5;0;508;479;[50-60);H
973;70;1;0;503;84;[10-20);H
974;70;2;1;734;538;[20-30);M
975;70;3;0;673;638;[30-40);H
976;70;4;0;519;496;[40-50);H
977;70;5;1;572;444;[50-60);M
978;70;0;0;535;0;[0-10);H
979;70;6;0;729;392;[60-INF);H
980;70;2;0;611;532;[20-30);H
981;71;1;0;673;110;[10-20);H
982;71;2;1;742;560;[20-30);M
983;71;4;1;760;610;[40-50);M
984;71;3;0;788;753;[30-40);H
985;71;0;0;613;0;[0-10);H
986;71;6;1;1383;311;[60-INF);M
987;71;5;0;634;593;[50-60);H
988;71;5;1;719;513;[50-60);M
989;71;6;0;918;445;[60-INF);H
990;71;4;0;657;622;[40-50);H
991;71;1;1;632;105;[10-20);M
992;71;2;0;792;681;[20-30);H
993;71;3;1;799;639;[30-40);M
994;71;0;1;618;0;[0-10);M
995;72;2;0;1387;1198;[20-30);H
996;72;1;0;959;161;[10-20);H
997;72;0;0;926;0;[0-10);H
998;72;4;0;1134;1086;[40-50);H
999;72;3;0;1482;1424;[30-40);H
1000;72;6;0;1409;742;[60-INF);H
1001;72;2;1;1495;1205;[20-30);M
1002;72;5;1;1099;835;[50-60);M
1003;72;1;1;964;160;[10-20);M
1004;72;0;1;850;0;[0-10);M
1005;72;5;0;948;883;[50-60);H
1006;72;4;1;1198;980;[40-50);M
1007;72;6;1;2287;664;[60-INF);M
1008;72;3;1;1526;1316;[30-40);M
1009;73;5;1;1748;1345;[50-60);M
1010;73;4;0;1507;1452;[40-50);H
1011;73;0;1;1256;0;[0-10);M
1012;73;3;1;2391;2105;[30-40);M
1013;73;6;0;2216;1248;[60-INF);H
1014;73;1;1;1172;140;[10-20);M
1015;73;2;1;1916;1504;[20-30);M
1016;73;4;1;1681;1448;[40-50);M
1017;73;0;0;1295;0;[0-10);H
1018;73;3;0;2088;2010;[30-40);H
1019;73;6;1;3716;1067;[60-INF);M
1020;73;1;0;1118;156;[10-20);H
1021;73;2;0;1730;1416;[20-30);H
1022;73;5;0;1405;1335;[50-60);H
1023;74;0;1;1034;0;[0-10);M
1024;74;3;1;1433;1180;[30-40);M
1025;74;2;1;1504;1173;[20-30);M
1026;74;1;0;947;169;[10-20);H
1027;74;6;1;2378;614;[60-INF);M
1028;74;5;1;1089;844;[50-60);M
1029;74;0;0;1049;0;[0-10);H
1030;74;5;0;903;832;[50-60);H
1031;74;4;1;1132;930;[40-50);M
1032;74;3;0;1382;1324;[30-40);H
1033;74;1;1;957;146;[10-20);M
1034;74;4;0;973;921;[40-50);H
1035;74;2;0;1373;1207;[20-30);H
1036;74;6;0;1435;712;[60-INF);H
1037;75;1;0;2565;566;[10-20);H
1038;75;4;1;1584;1179;[40-50);M
1039;75;2;0;2948;2555;[20-30);H
1040;75;3;1;2245;1569;[30-40);M
1041;75;5;0;961;812;[50-60);H
1042;75;6;1;1360;363;[60-INF);M
1043;75;0;0;2548;0;[0-10);H
1044;75;1;1;2598;445;[10-20);M
1045;75;4;0;1436;1305;[40-50);H
1046;75;2;1;2885;1896;[20-30);M
1047;75;3;0;2183;1979;[30-40);H
1048;75;5;1;1096;736;[50-60);M
1049;75;6;0;976;470;[60-INF);H
1050;75;0;1;2574;0;[0-10);M
1051;76;1;1;973;128;[10-20);M
1052;76;4;1;1459;1211;[40-50);M
1053;76;0;1;1177;0;[0-10);M
1054;76;2;0;1664;1467;[20-30);H
1055;76;5;0;1069;1003;[50-60);H
1056;76;6;0;1828;938;[60-INF);H
1057;76;3;0;2072;2001;[30-40);H
1058;76;1;0;1071;199;[10-20);H
1059;76;2;1;1757;1464;[20-30);M
1060;76;6;1;2916;830;[60-INF);M
1061;76;5;1;1294;975;[50-60);M
1062;76;4;0;1285;1236;[40-50);H
1063;76;0;0;1260;0;[0-10);H
1064;76;3;1;2195;1937;[30-40);M
1065;77;6;0;1280;644;[60-INF);H
1066;77;2;1;1496;1159;[20-30);M
1067;77;0;0;942;0;[0-10);H
1068;77;1;1;921;145;[10-20);M
1069;77;4;0;1100;1039;[40-50);H
1070;77;3;0;1635;1508;[30-40);H
1071;77;5;1;1081;858;[50-60);M
1072;77;0;1;916;0;[0-10);M
1073;77;2;0;1438;1221;[20-30);H
1074;77;6;1;2064;622;[60-INF);M
1075;77;3;1;1673;1446;[30-40);M
1076;77;4;1;1229;1031;[40-50);M
1077;77;1;0;1002;195;[10-20);H
1078;77;5;0;919;832;[50-60);H
1079;78;2;1;2685;1898;[20-30);M
1080;78;0;0;1303;0;[0-10);H
1081;78;6;1;5647;2325;[60-INF);M
1082;78;3;1;2089;1618;[30-40);M
1083;78;5;1;2419;1828;[50-60);M
1084;78;1;0;1386;196;[10-20);H
1085;78;4;0;1565;1389;[40-50);H
1086;78;2;0;2218;1588;[20-30);H
1087;78;0;1;1225;0;[0-10);M
1088;78;1;1;1456;239;[10-20);M
1089;78;6;0;3838;2717;[60-INF);H
1090;78;5;0;1750;1566;[50-60);H
1091;78;3;0;1659;1418;[30-40);H
1092;78;4;1;2012;1569;[40-50);M
1093;79;5;0;1205;1142;[50-60);H
1094;79;2;0;1693;1388;[20-30);H
1095;79;3;1;2157;1923;[30-40);M
1096;79;1;0;1076;152;[10-20);H
1097;79;2;1;1909;1527;[20-30);M
1098;79;0;1;1077;0;[0-10);M
1099;79;6;0;2464;1382;[60-INF);H
1100;79;4;1;1672;1422;[40-50);M
1101;79;3;0;1777;1712;[30-40);H
1102;79;5;1;1756;1391;[50-60);M
1103;79;1;1;1113;156;[10-20);M
1104;79;4;0;1354;1298;[40-50);H
1105;79;0;0;1157;0;[0-10);H
1106;79;6;1;4500;1342;[60-INF);M
1107;80;5;0;1354;1260;[50-60);H
1108;80;2;0;1715;1472;[20-30);H
1109;80;3;0;1896;1797;[30-40);H
1110;80;4;0;1447;1386;[40-50);H
1111;80;6;1;3408;827;[60-INF);M
1112;80;0;1;1412;0;[0-10);M
1113;80;1;1;1465;210;[10-20);M
1114;80;5;1;1688;1220;[50-60);M
1115;80;4;1;1689;1373;[40-50);M
1116;80;3;1;2077;1735;[30-40);M
1117;80;6;0;2174;1094;[60-INF);H
1118;80;2;1;1766;1421;[20-30);M
1119;80;0;0;1417;0;[0-10);H
1120;80;1;0;1529;263;[10-20);H
1121;81;0;0;528;0;[0-10);H
1122;81;2;1;647;536;[20-30);M
1123;81;3;0;722;688;[30-40);H
1124;81;4;1;681;547;[40-50);M
1125;81;6;1;1317;344;[60-INF);M
1126;81;1;1;527;68;[10-20);M
1127;81;5;0;518;482;[50-60);H
1128;81;2;0;676;591;[20-30);H
1129;81;0;1;491;0;[0-10);M
1130;81;3;1;737;629;[30-40);M
1131;81;4;0;578;544;[40-50);H
1132;81;5;1;624;458;[50-60);M
1133;81;6;0;866;446;[60-INF);H
1134;81;1;0;580;94;[10-20);H
1135;82;0;0;1494;0;[0-10);H
1136;82;4;1;1788;1432;[40-50);M
1137;82;3;1;2408;2017;[30-40);M
1138;82;6;0;2537;1263;[60-INF);H
1139;82;1;0;1376;252;[10-20);H
1140;82;5;1;1804;1280;[50-60);M
1141;82;2;0;1865;1622;[20-30);H
1142;82;4;0;1701;1634;[40-50);H
1143;82;0;1;1467;0;[0-10);M
1144;82;2;1;1979;1604;[20-30);M
1145;82;6;1;4002;1061;[60-INF);M
1146;82;3;0;2309;2225;[30-40);H
1147;82;5;0;1561;1480;[50-60);H
1148;82;1;1;1386;192;[10-20);M
1149;83;0;1;830;0;[0-10);M
1150;83;6;0;1596;839;[60-INF);H
1151;83;1;0;900;161;[10-20);H
1152;83;2;0;1197;1002;[20-30);H
1153;83;3;1;1556;1367;[30-40);M
1154;83;4;0;1119;1070;[40-50);H
1155;83;5;1;1181;893;[50-60);M
1156;83;2;1;1192;949;[20-30);M
1157;83;6;1;2490;732;[60-INF);M
1158;83;0;0;946;0;[0-10);H
1159;83;1;1;794;139;[10-20);M
1160;83;5;0;987;924;[50-60);H
1161;83;3;0;1384;1324;[30-40);H
1162;83;4;1;1153;958;[40-50);M
1163;84;6;1;2677;866;[60-INF);M
1164;84;0;1;861;0;[0-10);M
1165;84;1;1;804;95;[10-20);M
1166;84;2;1;1668;1252;[20-30);M
1167;84;5;0;884;816;[50-60);H
1168;84;3;0;1471;1368;[30-40);H
1169;84;4;1;1254;1053;[40-50);M
1170;84;6;0;1664;961;[60-INF);H
1171;84;0;0;806;0;[0-10);H
1172;84;2;0;1393;1058;[20-30);H
1173;84;5;1;1209;938;[50-60);M
1174;84;1;0;736;100;[10-20);H
1175;84;4;0;1061;1010;[40-50);H
1176;84;3;1;1721;1462;[30-40);M
1177;85;1;0;787;111;[10-20);H
1178;85;0;0;680;0;[0-10);H
1179;85;4;1;900;737;[40-50);M
1180;85;5;0;708;664;[50-60);H
1181;85;2;1;895;667;[20-30);M
1182;85;6;1;1557;527;[60-INF);M
1183;85;3;0;836;794;[30-40);H
1184;85;1;1;667;75;[10-20);M
1185;85;0;1;615;0;[0-10);M
1186;85;5;1;886;685;[50-60);M
1187;85;4;0;793;753;[40-50);H
1188;85;2;0;891;682;[20-30);H
1189;85;6;0;1162;700;[60-INF);H
1190;85;3;1;956;817;[30-40);M
1191;86;1;0;2407;603;[10-20);H
1192;86;4;0;1398;1225;[40-50);H
1193;86;5;1;688;455;[50-60);M
1194;86;0;0;3102;0;[0-10);H
1195;86;2;0;3604;3140;[20-30);H
1196;86;6;0;306;170;[60-INF);H
1197;86;1;1;2441;457;[10-20);M
1198;86;0;1;3024;0;[0-10);M
1199;86;4;1;1322;932;[40-50);M
1200;86;5;0;635;530;[50-60);H
1201;86;6;1;323;124;[60-INF);M
1202;86;3;0;2487;2271;[30-40);H
1203;86;2;1;3422;2159;[20-30);M
1204;86;3;1;2314;1462;[30-40);M
1205;87;1;1;1128;156;[10-20);M
1206;87;4;0;1317;1239;[40-50);H
1207;87;5;1;1709;1308;[50-60);M
1208;87;6;0;2387;1254;[60-INF);H
1209;87;3;1;1805;1541;[30-40);M
1210;87;0;1;1033;0;[0-10);M
1211;87;2;0;1536;1296;[20-30);H
1212;87;1;0;1133;212;[10-20);H
1213;87;4;1;1570;1293;[40-50);M
1214;87;6;1;4184;1088;[60-INF);M
1215;87;5;0;1235;1129;[50-60);H
1216;87;3;0;1659;1556;[30-40);H
1217;87;2;1;1745;1385;[20-30);M
1218;87;0;0;1089;0;[0-10);H
1219;88;1;1;1270;207;[10-20);M
1220;88;2;1;2194;1637;[20-30);M
1221;88;0;1;1326;0;[0-10);M
1222;88;4;1;1633;1352;[40-50);M
1223;88;5;0;1452;1281;[50-60);H
1224;88;6;1;3507;1075;[60-INF);M
1225;88;3;1;2151;1781;[30-40);M
1226;88;2;0;2222;1755;[20-30);H
1227;88;1;0;1311;270;[10-20);H
1228;88;4;0;1471;1330;[40-50);H
1229;88;5;1;1523;1193;[50-60);M
1230;88;6;0;2023;1054;[60-INF);H
1231;88;0;0;1262;0;[0-10);H
1232;88;3;0;2169;1958;[30-40);H
1233;89;1;0;601;87;[10-20);H
1234;89;0;0;486;0;[0-10);H
1235;89;4;1;833;658;[40-50);M
1236;89;2;0;1527;1084;[20-30);H
1237;89;5;0;660;584;[50-60);H
1238;89;6;1;2419;841;[60-INF);M
1239;89;3;0;940;811;[30-40);H
1240;89;2;1;1927;1304;[20-30);M
1241;89;0;1;503;0;[0-10);M
1242;89;1;1;600;82;[10-20);M
1243;89;5;1;946;714;[50-60);M
1244;89;4;0;604;536;[40-50);H
1245;89;3;1;1090;863;[30-40);M
1246;89;6;0;1333;747;[60-INF);H
1247;90;3;0;1754;1702;[30-40);H
1248;90;0;0;1095;0;[0-10);H
1249;90;1;1;938;116;[10-20);M
1250;90;2;0;1352;1173;[20-30);H
1251;90;5;1;1372;1035;[50-60);M
1252;90;6;0;1949;1023;[60-INF);H
1253;90;4;0;1213;1167;[40-50);H
1254;90;3;1;1932;1676;[30-40);M
1255;90;0;1;1108;0;[0-10);M
1256;90;1;0;930;144;[10-20);H
1257;90;2;1;1458;1224;[20-30);M
1258;90;4;1;1321;1079;[40-50);M
1259;90;6;1;3205;768;[60-INF);M
1260;90;5;0;1021;974;[50-60);H
1261;91;1;1;557;73;[10-20);M
1262;91;3;0;827;784;[30-40);H
1263;91;6;0;1014;495;[60-INF);H
1264;91;2;1;720;548;[20-30);M
1265;91;0;1;524;0;[0-10);M
1266;91;6;1;1578;376;[60-INF);M
1267;91;5;1;734;541;[50-60);M
1268;91;4;0;621;577;[40-50);H
1269;91;1;0;590;120;[10-20);H
1270;91;2;0;824;703;[20-30);H
1271;91;3;1;876;748;[30-40);M
1272;91;0;0;603;0;[0-10);H
1273;91;4;1;707;578;[40-50);M
1274;91;5;0;615;568;[50-60);H
1275;92;1;0;766;109;[10-20);H
1276;92;6;1;2000;470;[60-INF);M
1277;92;2;1;1050;861;[20-30);M
1278;92;3;1;1326;1128;[30-40);M
1279;92;0;1;858;0;[0-10);M
1280;92;4;1;1035;828;[40-50);M
1281;92;5;0;876;801;[50-60);H
1282;92;1;1;720;106;[10-20);M
1283;92;2;0;1048;895;[20-30);H
1284;92;6;0;1335;667;[60-INF);H
1285;92;3;0;1332;1262;[30-40);H
1286;92;4;0;950;908;[40-50);H
1287;92;0;0;823;0;[0-10);H
1288;92;5;1;973;697;[50-60);M
1289;93;5;0;543;499;[50-60);H
1290;93;2;0;648;543;[20-30);H
1291;93;6;1;1223;286;[60-INF);M
1292;93;4;1;575;454;[40-50);M
1293;93;0;1;461;0;[0-10);M
1294;93;3;1;601;475;[30-40);M
1295;93;1;0;513;86;[10-20);H
1296;93;4;0;541;504;[40-50);H
1297;93;2;1;536;407;[20-30);M
1298;93;3;0;561;520;[30-40);H
1299;93;6;0;863;403;[60-INF);H
1300;93;0;0;435;0;[0-10);H
1301;93;1;1;471;62;[10-20);M
1302;93;5;1;606;421;[50-60);M
1303;94;6;0;2206;1263;[60-INF);H
1304;94;2;0;1865;1577;[20-30);H
1305;94;4;0;1800;1736;[40-50);H
1306;94;3;0;2443;2368;[30-40);H
1307;94;4;1;1875;1617;[40-50);M
1308;94;0;0;1527;0;[0-10);H
1309;94;1;1;1191;187;[10-20);M
1310;94;6;1;3613;1167;[60-INF);M
1311;94;2;1;2053;1698;[20-30);M
1312;94;5;0;1428;1341;[50-60);H
1313;94;5;1;1743;1397;[50-60);M
1314;94;1;0;1298;189;[10-20);H
1315;94;0;1;1432;0;[0-10);M
1316;94;3;1;2743;2445;[30-40);M
1317;95;5;1;1522;1215;[50-60);M
1318;95;4;0;1387;1340;[40-50);H
1319;95;0;0;1227;0;[0-10);H
1320;95;6;0;2031;1154;[60-INF);H
1321;95;2;1;2108;1664;[20-30);M
1322;95;3;0;2197;2104;[30-40);H
1323;95;6;1;3456;1075;[60-INF);M
1324;95;1;1;986;148;[10-20);M
1325;95;4;1;1558;1336;[40-50);M
1326;95;2;0;1716;1445;[20-30);H
1327;95;3;1;2482;2209;[30-40);M
1328;95;5;0;1110;1024;[50-60);H
1329;95;0;1;1192;0;[0-10);M
1330;95;1;0;1030;139;[10-20);H
1331;96;4;1;1721;1436;[40-50);M
1332;96;3;1;1759;1506;[30-40);M
1333;96;5;1;1859;1458;[50-60);M
1334;96;2;1;1975;1492;[20-30);M
1335;96;6;0;2733;1798;[60-INF);H
1336;96;1;0;1259;163;[10-20);H
1337;96;5;0;1416;1353;[50-60);H
1338;96;0;0;1137;0;[0-10);H
1339;96;3;0;1404;1364;[30-40);H
1340;96;4;0;1275;1238;[40-50);H
1341;96;6;1;4051;1446;[60-INF);M
1342;96;2;0;1657;1249;[20-30);H
1343;96;0;1;1128;0;[0-10);M
1344;96;1;1;1341;175;[10-20);M
1345;97;4;0;601;571;[40-50);H
1346;97;0;1;553;0;[0-10);M
1347;97;2;0;723;631;[20-30);H
1348;97;6;0;1143;516;[60-INF);H
